952$p,100$a,245$a,440$v,260$b,260$c,300$a,082$a,041$h,003,040$c),650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
LG032155,Gupta/ Kumar,Hand Book of Electronics,,Pragati Publication,2000,1233,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,280,INR,28/03/2000,7473,BK,General Section,NFIC,P.B.C,
LG032156,Gupta/ Kumar,Hand Book of Electronics,,Pragati Publication,2000,1233,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,280,INR,28/03/2000,7473,BK,General Section,NFIC,P.B.C,
LG032157,Gupta/ Kumar,Hand Book of Electronics,,Pragati Publication,2000,1233,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,280,INR,28/03/2000,7473,BK,General Section,NFIC,P.B.C,
LG032158,Gupta/ Sharma,Classical Mechanics,,Pragati Publication,2000,418,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,100,INR,28/03/2000,7473,BK,General Section,NFIC,P.B.C,
LG032159,Gupta/ Saxena,Viva Voice in Advanced Physics-I,Vol-I,Pragati Publication,1997,368,600,eng,LGGRANT,LGGRANT,Applied Science,60,INR,28/03/2000,7473,BK,General Section,NFIC,P.B.C,
LG032160,Gupta/ Saxena,Viva Voice in Advanced Physics-II,Vol-II,Pragati Publication,1997,284,600,eng,LGGRANT,LGGRANT,Applied Science,50,INR,28/03/2000,7473,BK,General Section,NFIC,P.B.C,
LG032161,Goel/ Mittal,Numerical Analysis,-,Pragati Publication,1999,518,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,110,INR,28/03/2000,7473,BK,General Section,NFIC,P.B.C,
LG032162,Choudhary H.,Elements of Workshop Technology-I,Vol-I,M.P.P.,1997,653,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,160,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032163,Choudhary H.,Elements of Workshop Technology-I,Vol-I,M.P.P.,1997,653,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,160,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032164,Choudhary H.,Elements of Workshop Technology-II,Vol-II,M.P.P.,1997,688,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,160,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032165,Choudhary H.,Elements of Workshop Technology-II,Vol-II,M.P.P.,1997,688,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,160,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032166,"Karamchandani , C.J.",Elements of Workshop Technology-III,Vol-III,SPD,1996,267,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,90,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032167,"Karamchandani , C.J.",Elements of Workshop Technology-III,Vol-III,SPD,1996,267,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,90,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032168,Ballaney . P.L.,Thermal Engineering,,Khanna Publication,2000,1464,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,225,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032169,Ballaney . P.L.,Theory of Machines and Mechanism,,Khanna Publication,1999,1576,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,200,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032170,"Khurmi , R.S.",Theory of Machines,,EPH,2000,1018,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,220,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032171,"Khurmi , R.S.",Strength of Materials,,S.Chand,2000,991,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,135,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032172,"Khurmi , R.S.",Strength of Materials,,S.Chand,2000,991,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,135,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032173,"Grover , G.K.",Mechanical Vibration,,Nemchand,1998,542,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,90,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032174,"Pujara, K.",Vibration and Noise For Engineering,,Dhanpat Rai,1999,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,80,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032175,"Pujara, K.",Vibration and Noise For Engineering,,Dhanpat Rai,1999,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,80,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032176,"Hinkle, R.T",Mechnical Vibrations,,CBS,1998,449,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,100,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032177,"Seto, W.W.",Mechanical Vibration,,Mcgraw Hill,1964,199,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,312,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032178,"Srinath , L.S.",Reliability Engineering,,EWP,1998,255,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,99,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032179,"Srinath , L.S.",Reliability Engineering,,EWP,1999,255,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,99,INR,30/03/2000,2617,BK,General Section,NFIC,APS,
LG032180,"Srinath , L.S.",PERT and CPM : Princples and Application,,EWP,2000,202,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,95,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032181,"Srinath , L.S.",PERT and CPM : Princples and Application,,EWP,2000,205,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,95,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032182,"Raghuwanshi , B.S.",Workshop Technology -II (Machine Tools),Vol-II,Dhanpat Rai,2000,1001,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,102,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032183,"Raghuwanshi , B.S.",Workshop Technology -II (Machine Tools),Vol-II,Dhanpat Rai,2000,1001,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,102,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032184,"Mahajan ,M.",A Text book of Metrology,,Dhanpat Rai,1998,396,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,65,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032185,"Mahajan ,M.",A Text book of Metrology,,Dhanpat Rai,1998,396,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,65,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032186,"Arora, K.C.",T.Q.M.and ISO 14000,,S.K.Kataria,1998,736,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,195,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032187,"Arora, K.C.",Industrial Management and Engineering Economics,,Khanna Publication,1995,1204,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,155,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032188,"Arora, K.C.",Industrial Management and Engineering Economics,,Khanna Publication,1995,1204,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,155,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032189,Ballaney . P.L.,Refrigeration and Air Conditioning,,Khanna Publication,1999,811,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,115,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032190,Ballaney . P.L.,Refrigeration and Air Conditioning,,Khanna Publication,1998,811,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,115,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032191,"Kumar , D.S.",Heat and Mass Transfer,,S.K.Kataria,1999,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,165,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032192,"Kumar , D.S.",Mechanical Engineering,,S.K.Kataria,2000,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,165,INR,29/03/2000,2619,BK,General Section,NFIC,APS,
LG032193,"Singh, Shadhu",Strength of Materials,,Khanna Publication,2000,1244,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,170,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032194,"Domkundwar , A.",A Course in Heat and Mass Transfer,,Dhanpat Rai,1999,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,200,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032195,"Domkundwar , A.",Refrigeration and Air Conditioning,,Dhanpat Rai,1999,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,180,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032196,"Singh, Kirpal",Automobile Engineering -I,Vol-I,S.P.D,1997,708,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,120,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032197,"Singh, Kirpal",Automobile Engineering -I,Vol-I,S.P.D,1997,708,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,120,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032198,"Singh, Kirpal",Automobile Engineering -II,Vol-II,S.P.D,1997,592,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,85,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032199,"Singh, Kirpal",Automobile Engineering -II,Vol-II,S.P.D,1997,592,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,85,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032200,"Singh, Kirpal",Automobile Engineering -II,Vol-II,S.P.D,1997,592,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,85,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032201,"Singh, Kirpal",Automobile Engineering -II,Vol-II,S.P.D,1997,592,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,85,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032202,"Khanna Publication , O.P.",Industrial Engineering and Management,,Dhanpat Rai,1999,-,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,190,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032203,"Dalela , S.",Industrial Engineering Management Systems,,S.P.D,1997,1272,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,250,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032204,"Dalela , S.",Industrial Engineering Management Systems,,S.P.D,1997,1272,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,250,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032205,P.S.G.,Design Data Book,,PSG,1995,-,720,eng,LGGRANT,LGGRANT,Architecture,275,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032206,P.S.G.,Design Data Book,,PSG,1995,-,720,eng,LGGRANT,LGGRANT,Architecture,275,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032207,Sharma/ Mathur,Internal Combustion Engines,,Dhanpat Rai,1999,1010,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,140,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032208,"Bansal , R.K.",Fluid Mechanics and Hydraulic Machines,,Laxmi  Publication,2000,957,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,240,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032209,"Bansal , R.K.",Fluid Mechanics and Hydraulic Machines,,Laxmi  Publication,2000,957,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,240,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032210,"Khurmi , R.S.",Machie Design,,EPH,1999,1018,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,220,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032211,"Khurmi , R.S.",Machie Design,,EPH,1999,1018,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,220,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032212,"Vijayvergia , P.N.",Machine Drawing,,New age Publication,1999,312,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,72.5,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032213,"Vijayvergia , P.N.",Machine Drawing,,New age Publication,1999,312,620.1,eng,LGGRANT,LGGRANT,Mechanical Engineering,72.5,INR,29/03/2000,2618,BK,General Section,NFIC,APS,
LG032214,Koenigsberger,Manual of Tropical Housing and Building Climatic Design,,Orient,1998,320,720,eng,LGGRANT,LGGRANT,Architecture,180,INR,14/03/2000,10066,BK,General Section,NFIC,P.B.C,
LG032215,"Mudgal, K.R.",Architectural Design,,New age Publication,1991,96,720,eng,LGGRANT,LGGRANT,Architecture,180,INR,14/03/2000,10066,BK,General Section,NFIC,P.B.C,
LG032216,"Mathur, S.B.",A Text book of Engineering Drawing,,Vikas Publication,1997,572,720,eng,LGGRANT,LGGRANT,Architecture,445,INR,14/03/2000,10066,BK,General Section,NFIC,P.B.C,
LG032217,"Jain, V.K.",Fire Safety in Building,,New age Publication,1996,459,720,eng,LGGRANT,LGGRANT,Architecture,675,INR,14/03/2000,10066,BK,General Section,NFIC,P.B.C,
LG032218,"Preece , R.A.",Design of The Landscape,,CBS,1992,283,720,eng,LGGRANT,LGGRANT,Architecture,535,INR,14/03/2000,10066,BK,General Section,NFIC,P.B.C,
LG032219,"Das , S.K./ Joglekar",Contemporary India Architectures,,Galgotia Publication,1995,112,720,eng,LGGRANT,LGGRANT,Architecture,877.5,INR,14/03/2000,10066,BK,General Section,NFIC,P.B.C,
LG032220,PMH,Arco -Colour Houses,,PMH,1999,159,720,eng,LGGRANT,LGGRANT,Architecture,895.5,INR,14/03/2000,10066,BK,General Section,NFIC,P.B.C,
LG032221,Techmedia,Sams Teach Yourself Internet in 24 Hours,,Techmedia,1998,405,004,eng,LGGRANT,LGGRANT,Information Technology,180,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032222,"Bhattacharya, S.K.",Projects in Electrical and Electronics & Telecommunication  EngineeringEngineering,,Wheeler,1999,349,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,235,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032223,"Sawhney, A.K.",Electrical Machine Design,,Dhanpat Rai,1999,919,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,150,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032224,"Partab, H.",Modern Electric Traction,,Dhanpat Rai,1998,760,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,90,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032225,"Rao, S.S.",Switchgear Production and Power Systems,,Khanna Publication,1999,1691,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,210,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032226,"Rao, S.S.",Switchgear Production and Power Systems,,Khanna Publication,1999,1691,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,210,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032227,"Mittle , V.N.",Design of Electrical Machines,,SPD,1998,615,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,150,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032228,"Rai , G.D.",Non conventional Energy Sources,,Khanna Publication,1999,907,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,130,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032229,"Rai , G.D.",Solar Energy Utilization,,Khanna Publication,1999,644,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,85,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032230,"Rai , G.D.",Solar Energy Utilization,,Khanna Publication,1999,644,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,85,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032231,Verma/ Manke,Automatic Control Systems,,Khanna Publication,1999,502,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,95,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032232,"Rao, S.S.",EHV AC & HVDC Transmission & Distribution Engineering,,Khanna Publication,1999,1421,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,200,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032233,"Maini , A.K.",Electronics & Telecommunication  Engineeringand Communication Simplified,,Khanna Publication,1999,1128,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,190,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032234,"Maini , A.K.",Electronics & Telecommunication  Engineeringand Communication Simplified,,Khanna Publication,1999,1128,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,190,INR,31/03/2000,2625,BK,General Section,NFIC,APS,
LG032235,Kothari / Nagrath,Theory and Problems of basic Electrical Engineering,,Prentice Hall of India,1998,510,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,275,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032236,"Bimbhara ,P.S.",Electrical Machinery,,Khanna Publication,1999,1182,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,145,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032237,"Bimbhara ,P.S.",Electrical Machinery,,Khanna Publication,1999,1182,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,145,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032238,"Bimbhara ,P.S.",Electrical Machinery,,Khanna Publication,1999,1182,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,145,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032239,"Uppal , S.L.","Electrical Wiring , Estimating & Costing",,Khanna Publication,1999,836,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,100,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032240,"Uppal , S.L.","Electrical Wiring , Estimating & Costing",,Khanna Publication,1999,836,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,100,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032241,"Bimbhara ,P.S.",Power Electronics,,Khanna Publication,1999,583,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,130,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032242,"Bimbhara ,P.S.",Power Electronics,,Khanna Publication,1999,583,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,130,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032243,"Dubey , G.K.",Electrical Drives,,Narosa,1999,394,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,165,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032244,"Stevenson , W.D.",Elements of Power Systems Analysis,,Mcgraw Hill,1982,436,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,258.15,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032245,Nagrath/ Kothari,Power Systems Engineering,,Tata Mcgraw Hill,1999,838,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,205,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032246,Nagrath/ Kothari,Power Systems Engineering,,Tata Mcgraw Hill,1999,838,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,205,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032247,"Ravindranath , B.",Power Systems Protection and Switchgear,,New age Publication,1996,444,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,150,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032248,"Chourasia , M.P.",High Voltage Engineering,,Khanna Publication,1993,726,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,45,INR,31/03/2000,2626,BK,General Section,NFIC,APS,
LG032249,"Oppenhein , A.V.",Digital Signal Processing,,Prentice Hall of India,1999,585,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,175,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032250,"Rabiner, L.B.",Theory and Application of Digital Signal Processing,,Prentice Hall of India,1999,762,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,195,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032251,"Senior , J.M.",Optical Fiber Communication,,Prentice Hall of India,2000,921,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,250,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032252,"Jain, A.K.",Fundamentals of Digital Image Processing,,Prentice Hall of India,1997,567,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,175,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032253,"Rich , E.",Artificial Intelligence,,Tata Mcgraw Hill,1999,621,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,210,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032254,Kennedy / Davis,Electronic Communication Systems,,Tata Mcgraw Hill,1999,763,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,250,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032255,Kennedy / Davis,Electronic Communication Systems,,Tata Mcgraw Hill,1999,763,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,250,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032256,"Bimbhara ,P.S.",Power Electronics,,Khanna Publication,1999,583,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,130,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032257,"Skolnik, M.S.",Introduction to Radar Systems,,Tata Mcgraw Hill,1999,581,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,250,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032258,Keiser G.,Optical Fiber Communication,,Mcgraw Hill,1991,461,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,426.55,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032259,Gulati R.R.,Monochrome and Colour Television,,New age Publication,2000,774,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,235,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032260,Das/Mullik,Principles of Digital Communication,,New age Publication,1999,645,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,195,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032261,Das/Mullik,Principles of Digital Communication,,New age Publication,1999,645,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,195,INR,31/03/2000,2624,BK,General Section,NFIC,APS,
LG032262,"Sharma, S.D.",Operation Research,,Kedar Nath,2000,-,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,290,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032263,"Sharma, S.D.",Operation Research,,Kedar Nath,2000,-,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,290,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032264,"Sharma, S.D.",Operation Research,,Kedar Nath,2000,-,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,290,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032265,"Sharma, S.D.",Operation Research,,Kedar Nath,2000,-,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,290,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032266,"Oppenheim , A.V.",Digital Signal Processing,,Prentice Hall of India,1999,585,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,175,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032267,"Gopal , M.",Modern Control System Theory,,New age Publication,1996,688,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,175,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032268,"Gopal , M.",Modern Control System Theory,,New age Publication,1996,688,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,175,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032269,"Gopal , M.",Modern Control System Theory,,New age Publication,1996,688,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,175,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032270,"Lee , C.Y.W.",Mobile Cellular Telecommunication,,Mcgraw Hill,1995,664,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,294.1,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032271,"Lee , C.Y.W.",Mobile Cellular Telecommunication,,Mcgraw Hill,1995,664,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,294.1,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032272,"Lee , C.Y.W.",Mobile Cellular Telecommunication,,Mcgraw Hill,1995,664,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,294.1,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032273,"Lee , C.Y.W.",Mobile Cellular Telecommunication,,Mcgraw Hill,1995,664,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,294.1,INR,30/03/2000,2622,BK,General Section,NFIC,APS,
LG032274,"Hassoun , M.H.",Fundamentals of Artificial Neural Networks,,Prentice Hall of India,1999,510,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,295,INR,30/03/2000,2623,BK,General Section,NFIC,APS,
LG032275,"Bose , N.K.",Neural Network Fundamental with Graphs Algorithms and Application,,Tata Mcgraw Hill,1998,478,621.3,eng,LGGRANT,LGGRANT,Electrical  Engineering,175,INR,30/03/2000,2623,BK,General Section,NFIC,APS,
LG032276,Malvino,Electronics & Telecommunication  EngineeringPrinciples,,Tata Mcgraw Hill,1999,10120,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,350,INR,30/03/2000,2623,BK,General Section,NFIC,APS,
LG032277,"Sen, P.C.",Modern Power Electronics,,Wheeler,1998,974,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,360,INR,30/03/2000,2623,BK,General Section,NFIC,APS,
LG032278,"Sen, P.C.",Modern Power Electronics,,Wheeler,1998,974,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,360,INR,30/03/2000,2623,BK,General Section,NFIC,APS,
LG032279,"Rizzi, P.A.",Microwave Engineering Passive Circuits,,Prentice Hall of India,1999,560,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,225,INR,30/03/2000,2623,BK,General Section,NFIC,APS,
LG032280,"Rizzi, P.A.",Microwave Engineering Passive Circuits,,Prentice Hall of India,1999,560,621.38,eng,LGGRANT,LGGRANT,Electronics & Telecommunication  EngineeringEngg,225,INR,30/03/2000,2623,BK,General Section,NFIC,APS,
LG032281,"Murthy , V.S.",Question Bank in Civil Engineering,,Kataria,1999,-,624,eng,LGGRANT,LGGRANT,Civil Engineering,215,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032282,"Murthy , V.S.",Question Bank in Civil Engineering,,Kataria,1999,-,624,eng,LGGRANT,LGGRANT,Civil Engineering,215,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032283,"Khanna Publication , O.P.",Workstudy Motion and Time study,,Dhanpat Rai,1998,327,624,eng,LGGRANT,LGGRANT,Civil Engineering,60,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032284,"Khanna Publication , O.P.",Workstudy Motion and Time study,,Dhanpat Rai,1998,327,624,eng,LGGRANT,LGGRANT,Civil Engineering,60,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
LG032285,"Sharma, S.C.",Construction Equipment and Its Management,,Khanna Publication Publishers,1999,828,624,eng,LGGRANT,LGGRANT,Civil Engineering,155,INR,13/04/2000,2676,BK,General Section,NFIC,APS,
