952$p,100$a,245$a,440$v,260$b,260$c,300$a,082$a,041$h,003,040$c,650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
ST020208,Nagrath /Kothari,Modern Power Systems Analysis,,Mcgraw Hill,1999,518,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,185,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020209,Nagrath /Kothari,Modern Power Systems Analysis,,Mcgraw Hill,1999,518,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,185,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020210,Nagrath/Gopal,Control System Engineering,,New Age International,2001,825,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,240,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020211,Nagrath/Gopal,Control System Engineering,,New Age International,2001,825,621.3,eng,STSCGRANT,STSCGRANT,Electrical Engineering,240,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020212,Rajaraman,Computer Programming in Fortran 77,,Prentice Hall of India,1999,198,'004,eng,STSCGRANT,STSCGRANT,Electrical Engineering,125,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020213,Rajaraman,Computer Programming in Fortran 77,,Prentice Hall of India,1999,198,'004,eng,STSCGRANT,STSCGRANT,Computer Science,125,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020214,Rajaraman,Computer Programming in Fortran 77,,Prentice Hall of India,1999,198,'004,eng,STSCGRANT,STSCGRANT,Computer Science,125,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020215,Rajaraman,Computer Programming in Fortran 77,,Prentice Hall of India,1999,198,'004,eng,STSCGRANT,STSCGRANT,Computer Science,125,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020216,Singh/Sapre,Communicaton Systems,,Mcgraw Hill,2001,592,621.38,eng,STSCGRANT,STSCGRANT,Computer Science,195,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020217,Singh/Sapre,Communicaton Systems,,Mcgraw Hill,2001,592,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,195,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020218,Singh/Sapre,Communicaton Systems,,Mcgraw Hill,2001,592,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,195,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020219,Singh/Sapre,Communicaton Systems,,Mcgraw Hill,2001,592,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,195,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020220,Malvino / Brown,Digital Computer Electronics,,Mcgraw Hill,2001,522,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,265,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020221,Malvino / Brown,Digital Computer Electronics,,Mcgraw Hill,2001,522,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,265,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020222,Malvino / Brown,Digital Computer Electronics,,Mcgraw Hill,2001,522,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,265,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020223,Malvino / Brown,Digital Computer Electronics,,Mcgraw Hill,2001,522,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,265,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020224,Malvino,Electronics Principles 1996 ed.,,Mcgraw Hill,2001,1012,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,365,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020225,Malvino,Electronics Principles 1996 ed.,,Mcgraw Hill,2001,1012,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,365,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020226,"Berde, M.S.",Thyristor Engineering-Power Electronics,,Khanna Publisher,1997,732,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,95,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020227,"Berde, M.S.",Thyristor Engineering-Power Electronics,,Khanna Publisher,1997,732,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,95,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020228,Goyal/ Khetan,A Monograph on Electronics Design Principles,,Khanna Publisher,1999,1246,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,175,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020229,Goyal/ Khetan,A Monograph on Electronics Design Principles,,Khanna Publisher,1999,1246,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,175,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020230,Domkundwar,A Course in Heat and Mass Transfer,,Dhanpat Rai  & Co,2000,30/33-A18,620.1,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,210,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020231,Domkundwar,A Course in Heat and Mass Transfer,,Dhanpat Rai  & Co,2000,30/33-A19,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,210,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020232,Domkundwar,A Course in Heat and Mass Transfer,,Dhanpat Rai  & Co,2000,30/33-A19,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,210,INR,28/12/2001,192,BK,General Section,NFIC,UBD,
ST020233,P.S.G.,Design Data,,P.S.G.,1995,14.7,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,275,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020234,P.S.G.,Design Data,,P.S.G.,1995,14.7,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,275,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020235,P.S.G.,Design Data,,P.S.G.,1995,14.7,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,275,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020236,P.S.G.,Design Data,,P.S.G.,1995,14.7,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,275,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020237,Jagdish Lal,Fluid Mechanics and Hydrualics,,M.B.P.,2000,1048,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,200,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020238,Jagdish Lal,Fluid Mechanics and Hydrualics,,M.B.P.,2000,1048,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,200,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020239,Jagdish Lal,Fluid Mechanics and Hydrualics,,M.B.P.,2000,1048,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,200,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020240,Jagdish Lal,Fluid Mechanics and Hydrualics,,M.B.P.,2000,1048,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,200,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020241,Dubey/Khajuria,Gas Turbines and Propulsive Systems,,Dhanpat Rai  & Co,1998,590,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,90,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020242,Dubey/Khajuria,Gas Turbines and Propulsive Systems,,Dhanpat Rai  & Co,1998,590,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,90,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020243,Dubey/Khajuria,Gas Turbines and Propulsive Systems,,Dhanpat Rai  & Co,1998,590,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,90,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020244,"Yadav, R.",Thermodynamics and Heat Engines-I,I,Central Publishing House,2001,734,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,170,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020245,"Yadav, R.",Thermodynamics and Heat Engines-I,I,Central Publishing House,2001,734,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,170,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020246,"Yadav, R.",Thermodynamics and Heat Engines-II,II,Central Publishing House,2001,961,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,175,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020247,Choudhary H.,Elements of Workshop Technology-I,I,M.P.P,2001,653,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,175,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020248,Choudhary H.,Elements of Workshop Technology-I,I,M.P.P,2001,653,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,175,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020249,"Khurmi , B.S.",Machine Design,,Eurasia Publishing House,2001,1098,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,270,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020250,"Khurmi , B.S.",Machine Design,,Eurasia Publishing House,2001,1098,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,270,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020251,"Khurmi , B.S.",Machine Design,,Eurasia Publishing House,2001,1098,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,270,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020252,"Khurmi , B.S.",Machine Design,,Eurasia Publishing House,2001,1098,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,270,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020253,Sharma/Mathur,Internal Combustion Engines,,Dhanpat Rai  & Co,2001,1010,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,175,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020254,Sharma/Mathur,Internal Combustion Engines,,Dhanpat Rai  & Co,2001,1010,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,175,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020255,Sharma/Mathur,Internal Combustion Engines,,Dhanpat Rai  & Co,2001,1010,620.1,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,175,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020256,"Date, C.J",An Introduction to Database Systems,,P.E.,2001,938,'004,eng,STSCGRANT,STSCGRANT,Mechanical Engineering,325,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020257,"Date, C.J",An Introduction to Database Systems,,P.E.,2001,938,'004,eng,STSCGRANT,STSCGRANT,Computer Science,325,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020258,"Date, C.J",An Introduction to Database Systems,,P.E.,2001,938,'004,eng,STSCGRANT,STSCGRANT,Computer Science,325,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020259,"Date, C.J",An Introduction to Database Systems,,P.E.,2001,938,'004,eng,STSCGRANT,STSCGRANT,Computer Science,325,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020260,Chandrashekhar,Theory of Computer Science Automata Language and Computation,,Prentice Hall of India,2001,304,'004,eng,STSCGRANT,STSCGRANT,Computer Science,150,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020261,Chandrashekhar,Theory of Computer Science Automata Language and Computation,,Prentice Hall of India,2001,304,'004,eng,STSCGRANT,STSCGRANT,Computer Science,150,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020262,Chandrashekhar,Theory of Computer Science Automata Language and Computation,,Prentice Hall of India,2001,304,'004,eng,STSCGRANT,STSCGRANT,Computer Science,150,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020263,Chandrashekhar,Theory of Computer Science Automata Language and Computation,,Prentice Hall of India,2001,304,'004,eng,STSCGRANT,STSCGRANT,Computer Science,150,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020264,Ullman,Introduction to Automata Theory Language and Computation,,P.E.,2001,521,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020265,Ullman,Introduction to Automata Theory Language and Computation,,P.E.,2001,521,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020266,Ullman,Introduction to Automata Theory Language and Computation,,P.E.,2001,521,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020267,Ullman,Introduction to Automata Theory Language and Computation,,P.E.,2001,521,'004,eng,STSCGRANT,STSCGRANT,Computer Science,295,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020268,Gupta/Gupta,Concepts of Modern Physics,,Dhanpat Rai  & Co,2000,628,'001.3,eng,STSCGRANT,STSCGRANT,Computer Science,100,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020269,Gupta/Gupta,Concepts of Modern Physics,,Dhanpat Rai  & Co,2000,628,'001.3,eng,STSCGRANT,STSCGRANT,Humanities,100,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020270,Gupta/Gupta,Concepts of Modern Physics,,Dhanpat Rai  & Co,2000,628,'001.3,eng,STSCGRANT,STSCGRANT,Humanities,100,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020271,Gupta/Gupta,Concepts of Modern Physics,,Dhanpat Rai  & Co,2000,628,'001.3,eng,STSCGRANT,STSCGRANT,Humanities,100,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020272,Subrahmanyam/Brij lal,A Textbook Of Optics,,S.Chand,2000,718,'001.3,eng,STSCGRANT,STSCGRANT,Humanities,110,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020273,"Tremblay, J.P.",Discrete Mathematical Structures with application to computer Science,,Mcgraw Hill,2001,606,600,eng,STSCGRANT,STSCGRANT,Humanities,250,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020274,"Tremblay, J.P.",Discrete Mathematical Structures with application to computer Science,,Mcgraw Hill,2001,606,600,eng,STSCGRANT,STSCGRANT,Applied Science,250,INR,29/12/2001,193,BK,General Section,NFIC,UBD,
ST020275,Tanenbaum,Computer Network IIIrd Ed.,,Prentice Hall of India,2001,813,'004,eng,STSCGRANT,STSCGRANT,Applied Science,250,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020276,Tanenbaum,Computer Network IIIrd Ed.,,Prentice Hall of India,2001,813,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020277,Tanenbaum,Computer Network IIIrd Ed.,,Prentice Hall of India,2001,813,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020278,Tanenbaum,Computer Network IIIrd Ed.,,Prentice Hall of India,2001,813,'004,eng,STSCGRANT,STSCGRANT,Computer Science,250,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020279,Gallager,Data Network,,Prentice Hall of India,2001,556,'004,eng,STSCGRANT,STSCGRANT,Computer Science,195,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020280,Gallager,Data Network,,Prentice Hall of India,2001,556,'004,eng,STSCGRANT,STSCGRANT,Computer Science,195,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020281,Das/ Mullick,Principles of Digital Communication,,New Age International,2001,645,621.38,eng,STSCGRANT,STSCGRANT,Computer Science,220,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020282,Das/ Mullick,Principles of Digital Communication,,New Age International,2001,645,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,220,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020283,Das/ Mullick,Principles of Digital Communication,,New Age International,2001,645,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,220,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020284,"Bimbhra, P.S.",Generalised Theory of electrical Machines,,Khanna Publisher,2000,1151,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,155,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020285,"Bimbhra, P.S.",Generalised Theory of electrical Machines,,Khanna Publisher,2000,1151,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,155,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020286,"Gulati ,R.R.",Monochrome and Colour Television,,New Age International,2001,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,240,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020287,"Gulati ,R.R.",Monochrome and Colour Television,,New Age International,2001,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,240,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020288,"Gulati ,R.R.",Monochrome and Colour Television,,New Age International,2001,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,240,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020289,"Gulati ,R.R.",Monochrome and Colour Television,,New Age International,2001,774,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,240,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020290,"Kuo , B.C.",Automatic Control Systems,,Prentice Hall of India,1999,897,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,250,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020291,"Kuo , B.C.",Automatic Control Systems,,Prentice Hall of India,1999,897,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,250,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020292,"Kuo , B.C.",Automatic Control Systems,,Prentice Hall of India,1999,897,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,250,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020293,"Hayt, W.H.",Engineering Electromagnetics,,Mcgraw Hill,2001,561,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,210,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020294,"Hayt, W.H.",Engineering Electromagnetics,,Mcgraw Hill,2001,561,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,210,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020295,"Hayt, W.H.",Engineering Electromagnetics,,Mcgraw Hill,2001,561,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,210,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020296,"Hayt, W.H.",Engineering Electromagnetics,,Mcgraw Hill,2001,561,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,210,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020297,"Gupta , P.V.",Introductory Course in Electromagnetic Fields,,Dhanpat Rai  & Co,2000,406,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,80,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020298,"Gupta , P.V.",Introductory Course in Electromagnetic Fields,,Dhanpat Rai  & Co,2000,406,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,80,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020299,"Gupta , P.V.",Introductory Course in Electromagnetic Fields,,Dhanpat Rai  & Co,2000,406,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,80,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020300,"Gupta , P.V.",Introductory Course in Electromagnetic Fields,,Dhanpat Rai  & Co,2000,406,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,80,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020301,Gayakwad,Op-AMPS and Linear Integrated Circuits,,Prentice Hall of India,2001,640,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,195,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020302,Gayakwad,Op-AMPS and Linear Integrated Circuits,,Prentice Hall of India,2001,640,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,195,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020303,Gayakwad,Op-AMPS and Linear Integrated Circuits,,Prentice Hall of India,2001,640,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,195,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020304,Gayakwad,Op-AMPS and Linear Integrated Circuits,,Prentice Hall of India,2001,640,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,195,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020305,Millman/Halkins,Integrated Electronics,,Mcgraw Hill,2001,910,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,245,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020306,Millman/Halkins,Integrated Electronics,,Mcgraw Hill,2001,910,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,245,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020307,Millman/Halkins,Integrated Electronics,,Mcgraw Hill,2001,910,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,245,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020308,Cooper W.D.,Modern Electronic Instrumentation and Measurement Techniques,,Prentice Hall of India,2001,445,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,175,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020309,Cooper W.D.,Modern Electronic Instrumentation and Measurement Techniques,,Prentice Hall of India,2001,445,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,175,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020310,Cooper W.D.,Modern Electronic Instrumentation and Measurement Techniques,,Prentice Hall of India,2001,445,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,175,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
ST020311,Cooper W.D.,Modern Electronic Instrumentation and Measurement Techniques,,Prentice Hall of India,2001,445,621.38,eng,STSCGRANT,STSCGRANT,Electronics & Telecommunication Engineering,175,INR,29/12/2001,194,BK,General Section,NFIC,UBD,
