952$p,100$a,245$a,250$a,260$b,260$c,300$a,082$a,041$h,952$a,952$b,650$a,365$b,365$c,923$d,923$n,942$c,952$c,952$8,952$e,952$1
SC013336,"Plummer, D T",An Introduction to Practical Biochemistry,,Tata McGraw Hill,2003,332,660,eng,SCGRANT,SCGRANT,Chemical Engineering,195,INR,31/10/2004,234,BK,General Section,NFIC,UBD,
SC013337,"Schildt, H",Java 2 Complete Reference,,Tata McGraw Hill,2002,1168,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,02/11/2004,236,BK,General Section,NFIC,UBD,3
SC013338,"Schildt, H",Java 2 Complete Reference,,Tata McGraw Hill,2002,1168,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013339,"Schildt, H",Java 2 Complete Reference,,Tata McGraw Hill,2002,1168,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013340,"Schildt, H",Java 2 Complete Reference,,Tata McGraw Hill,2002,1168,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013341,"Schildt, H",Java 2 Complete Reference,,Tata McGraw Hill,2002,1168,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013342,"Stalling, Williams",Cryptography and Network Security,,Pearson Education,2004,679,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013343,"Stalling, Williams",Cryptography and Network Security,,Pearson Education,2004,679,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013344,"Stalling, Williams",Cryptography and Network Security,,Pearson Education,2004,679,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013345,"Stalling, Williams",Cryptography and Network Security,,Pearson Education,2004,679,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013346,"Stalling, Williams",Cryptography and Network Security,,Pearson Education,2004,679,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013347,"Stalling, Williams",Cryptography and Network Security,,Pearson Education,2004,679,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013348,"Stalling, Williams",Cryptography and Network Security,,Pearson Education,2004,679,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013349,"Stalling, Williams",Cryptography and Network Security,,Pearson Education,2004,679,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013350,"Stalling, Williams",Cryptography and Network Security,,Pearson Education,2004,679,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013351,"Stalling, Williams",Cryptography and Network Security,,Pearson Education,2004,679,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,02/11/2004,236,BK,General Section,NFIC,UBD,
SC013352,"Rajput, R K",Power Plant Engineering,,Laxmi Publication,2004,971,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,295,INR,27/10/2004,2065,BK,General Section,NFIC,UBD,
SC013353,"Buffa, E S",Modern Production Operation Management,,Wiley Publication,2003,834,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,364,INR,27/10/2004,2065,BK,General Section,NFIC,UBD,
SC013354,Ramchandra,Design of Steel Structures,,SBH,2002,895,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013355,Ramchandra,Design of Steel Structures,,SBH,2002,895,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013356,Ramchandra,Design of Steel Structures,,SBH,2002,895,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013357,Ramchandra,Design of Steel Structures,,SBH,2002,895,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013358,Ramchandra,Design of Steel Structures,,SBH,2002,895,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013359,Ramchandra,Design of Steel Structures,,SBH,2002,895,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013360,Ramchandra,Design of Steel Structures,,SBH,2002,895,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013361,Ramchandra,Design of Steel Structures,,SBH,2002,895,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013362,Ramchandra,Design of Steel Structures,,SBH,2002,895,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013363,Ramchandra,Design of Steel Structures,,SBH,2002,895,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013364,Ramchandra,Design of Steel Structures,,SBH,1991,884,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013365,Ramchandra,Design of Steel Structures,,SBH,1991,884,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013366,Ramchandra,Design of Steel Structures,,SBH,1991,884,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013367,Ramchandra,Design of Steel Structures,,SBH,1991,884,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013368,Ramchandra,Design of Steel Structures,,SBH,1991,884,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,3
SC013369,Ramchandra,Design of Steel Structures,,SBH,1991,884,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013370,Ramchandra,Design of Steel Structures,,SBH,1991,884,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013371,Ramchandra,Design of Steel Structures,,SBH,1991,884,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013372,Ramchandra,Design of Steel Structures,,SBH,1991,884,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013373,Ramchandra,Design of Steel Structures,,SBH,1991,884,624,eng,SCGRANT,SCGRANT,Civil Engineering,220,INR,30/11/2004,2087,BK,General Section,NFIC,APS,
SC013374,"Catherine, Soanes",Compact Oxford Publication Dictionary Thesaurus,,Oxford Publication,2004,1111,001.3,eng,SCGRANT,SCGRANT,Humanities,350,INR,06/11/2004,21114,BK,General Section,NFIC,APS,
SC013375,"Catherine, Soanes",Compact Oxford Publication Dictionary Thesaurus,,Oxford Publication,2004,1111,001.3,eng,SCGRANT,SCGRANT,Humanities,350,INR,06/11/2004,21114,BK,General Section,NFIC,APS,
SC013376,"Fisher, J",Instant Notes in Chemistry for Biologists,,Viva Books,2002,246,660,eng,SCGRANT,SCGRANT,Chemical Engineering,195,INR,27/10/2004,380,BK,General Section,NFIC,UBD,3
SC013377,"Kumar, H D",Modern Concept of Microbilogy,,Viva Books,2004,685,570,eng,SCGRANT,SCGRANT,Biotechnology,295,INR,27/10/2004,380,BK,General Section,NFIC,UBD,
SC013378,"Kumar, H D",A Textbook of Biotechnology,,EastWest Press,2004,639,570,eng,SCGRANT,SCGRANT,Biotechnology,295,INR,27/10/2004,380,BK,General Section,NFIC,UBD,
SC013379,"Cappuccimo, J G",Microbilogy : A Laboratory Manual,,Pearson Education,2004,491,570,eng,SCGRANT,SCGRANT,Biotechnology,425,INR,27/10/2004,380,BK,General Section,NFIC,UBD,
SC013380,"Kumar, U",Plany Biotechnology and Biodiversity Conservation,,Agrobios,2003,374,570,eng,SCGRANT,SCGRANT,Biotechnology,795,INR,27/10/2004,380,Reference,Reference Section,NFIC,UBD,
SC013381,"Purohit, SS",Pharmaceutical Microbilogy,,Agrobios,2003,596,570,eng,SCGRANT,SCGRANT,Biotechnology,990,INR,27/10/2004,380,Reference,Reference Section,NFIC,UBD,
SC013382,"Purohit, SS",Pharmaceutical Biotechnology,,Agrobios,2004,528,570,eng,SCGRANT,SCGRANT,Biotechnology,990,INR,27/10/2004,380,Reference,Reference Section,NFIC,UBD,
SC013383,"Rich, E",Artifical Intelligence,,Tata McGraw Hill,2004,621,570,eng,SCGRANT,SCGRANT,Biotechnology,235,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013384,"Rich, E",Artifical Intelligence,,Tata McGraw Hill,2004,621,004,eng,SCGRANT,SCGRANT,Computer Science,235,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013385,"Rich, E",Artifical Intelligence,,Tata McGraw Hill,2004,621,004,eng,SCGRANT,SCGRANT,Computer Science,235,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013386,"Rich, E",Artifical Intelligence,,Tata McGraw Hill,2004,621,004,eng,SCGRANT,SCGRANT,Computer Science,235,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013387,"Rich, E",Artifical Intelligence,,Tata McGraw Hill,2004,621,004,eng,SCGRANT,SCGRANT,Computer Science,235,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013388,"Rich, E",Artifical Intelligence,,Tata McGraw Hill,2004,621,004,eng,SCGRANT,SCGRANT,Computer Science,235,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013389,"Rich, E",Artifical Intelligence,,Tata McGraw Hill,2004,621,004,eng,SCGRANT,SCGRANT,Computer Science,235,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013390,"Rich, E",Artifical Intelligence,,Tata McGraw Hill,2004,621,004,eng,SCGRANT,SCGRANT,Computer Science,235,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013391,"Rich, E",Artifical Intelligence,,Tata McGraw Hill,2004,621,004,eng,SCGRANT,SCGRANT,Computer Science,235,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013392,"Rich, E",Artifical Intelligence,,Tata McGraw Hill,2004,621,004,eng,SCGRANT,SCGRANT,Computer Science,235,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013393,"Aho, Alfred V",Compilers: Design and Architectures,,Pearson Education,2004,796,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013394,"Aho, Alfred V",Compilers: Design and Architectures,,Pearson Education,2004,796,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013395,"Aho, Alfred V",Compilers: Design and Architectures,,Pearson Education,2004,796,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013396,"Aho, Alfred V",Compilers: Design and Architectures,,Pearson Education,2004,796,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013397,"Aho, Alfred V",Compilers: Design and Architectures,,Pearson Education,2004,796,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013398,"Aho, Alfred V",Compilers: Design and Architectures,,Pearson Education,2004,796,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013399,"Aho, Alfred V",Compilers: Design and Architectures,,Pearson Education,2004,796,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013400,"Aho, Alfred V",Compilers: Design and Architectures,,Pearson Education,2004,796,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013401,"Aho, Alfred V",Compilers: Design and Architectures,,Pearson Education,2004,796,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013402,"Aho, Alfred V",Compilers: Design and Architectures,,Pearson Education,2004,796,004,eng,SCGRANT,SCGRANT,Computer Science,395,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013403,"Gordon, Geoffry",System Simulation,,Prentice Hall of India,2004,324,004,eng,SCGRANT,SCGRANT,Computer Science,175,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013404,"Gordon, Geoffry",System Simulation,,Prentice Hall of India,2004,324,004,eng,SCGRANT,SCGRANT,Computer Science,175,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013405,"Gordon, Geoffry",System Simulation,,Prentice Hall of India,2004,324,004,eng,SCGRANT,SCGRANT,Computer Science,175,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013406,"Gordon, Geoffry",System Simulation,,Prentice Hall of India,2004,324,004,eng,SCGRANT,SCGRANT,Computer Science,175,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013407,"Gordon, Geoffry",System Simulation,,Prentice Hall of India,2004,324,004,eng,SCGRANT,SCGRANT,Computer Science,175,INR,27/10/2004,381,BK,General Section,NFIC,UBD,3
SC013408,"Gordon, Geoffry",System Simulation,,Prentice Hall of India,2004,324,004,eng,SCGRANT,SCGRANT,Computer Science,175,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013409,"Gordon, Geoffry",System Simulation,,Prentice Hall of India,2004,324,004,eng,SCGRANT,SCGRANT,Computer Science,175,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013410,"Gordon, Geoffry",System Simulation,,Prentice Hall of India,2004,324,004,eng,SCGRANT,SCGRANT,Computer Science,175,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013411,"Gordon, Geoffry",System Simulation,,Prentice Hall of India,2004,324,004,eng,SCGRANT,SCGRANT,Computer Science,175,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013412,"Gordon, Geoffry",System Simulation,,Prentice Hall of India,2004,324,004,eng,SCGRANT,SCGRANT,Computer Science,175,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013413,"Jalote, Pankaj",Software Project Management in Practice,,Pearson Education,2004,262,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013414,"Jalote, Pankaj",Software Project Management in Practice,,Pearson Education,2004,262,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013415,"Jalote, Pankaj",Software Project Management in Practice,,Pearson Education,2004,262,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013416,"Jalote, Pankaj",Software Project Management in Practice,,Pearson Education,2004,262,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013417,"Jalote, Pankaj",Software Project Management in Practice,,Pearson Education,2004,262,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013418,"Jalote, Pankaj",Software Project Management in Practice,,Pearson Education,2004,262,004,eng,SCGRANT,SCGRANT,Computer Science,195,INR,27/10/2004,381,BK,General Section,NFIC,UBD,
SC013419,"Bhattacharjee, S K",Fundamentals of PERT/CPM & Project Management,,Pearson Education,2004,395,004,eng,SCGRANT,SCGRANT,Computer Science,85,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013420,"Varghese, P C",Limit State Design of Reinforced Concrete,,Prentice Hall of India,2004,545,624,eng,SCGRANT,SCGRANT,Civil Engineering,295,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013421,"Raju, N K",Structural Design & Drawing RC & Steel,,University Press,2004,391,624,eng,SCGRANT,SCGRANT,Civil Engineering,225,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013422,"Dayaratnam, P",International Conference on Maintenance of Durability of Conceret Structures,,University Press,1997,420,624,eng,SCGRANT,SCGRANT,Civil Engineering,420,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013423,"Bolton, M D",A Guide to Soil Mechanics,,University Press,1997,434,624,eng,SCGRANT,SCGRANT,Civil Engineering,280,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013424,"Som, N N",Theory & Practice of Foundation Deisgn,,Prentice Hall of India,2003,399,624,eng,SCGRANT,SCGRANT,Civil Engineering,250,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013425,"Sheshu, P",Finite Elements analysis,,Prentice Hall of India,2003,330,624,eng,SCGRANT,SCGRANT,Civil Engineering,250,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013426,"Chandrashekhara, K",Theory of Plates,,University Press,2001,410,624,eng,SCGRANT,SCGRANT,Civil Engineering,480,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013427,Ramchandran,Thin Shells Theory & Problems,,University Press,1993,494,624,eng,SCGRANT,SCGRANT,Civil Engineering,425,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013428,"Singh, Sadhu",Strength of Materials,,Khanna Publication,2004,1380,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013429,"Singh, Sadhu",Strength of Materials,,Khanna Publication,2004,1380,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013430,"Singh, Sadhu",Strength of Materials,,Khanna Publication,2004,1380,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013431,"Singh, Sadhu",Strength of Materials,,Khanna Publication,2004,1380,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013432,"Singh, Sadhu",Strength of Materials,,Khanna Publication,2004,1380,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013433,"Singh, Sadhu",Strength of Materials,,Khanna Publication,2004,1380,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013434,"Singh, Sadhu",Strength of Materials,,Khanna Publication,2004,1380,624,eng,SCGRANT,SCGRANT,Civil Engineering,200,INR,08/11/2004,2108,BK,General Section,NFIC,APS,
SC013435,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013436,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013437,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013438,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013439,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013440,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013441,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013442,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013443,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013444,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013445,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013446,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013447,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013448,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,3
SC013449,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013450,"Deswal, S",Energy Ecology Environment & Society,,Dhanpat Rai,2004,8.23,624,eng,SCGRANT,SCGRANT,Civil Engineering,100,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013451,"Garg, S K",Water Supply Engineering,,Khanna Publication,2004,1132,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,08/11/2004,2105,Reference,Reference Section,NFIC,APS,
SC013452,"Garg, S K",Water Supply Engineering,,Khanna Publication,2004,1132,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013453,"Garg, S K",Water Supply Engineering,,Khanna Publication,2004,1132,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013454,"Garg, S K",Water Supply Engineering,,Khanna Publication,2004,1132,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013455,"Garg, S K",Water Supply Engineering,,Khanna Publication,2004,1132,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
SC013456,"Garg, S K",Water Supply Engineering,,Khanna Publication,2004,1132,624,eng,SCGRANT,SCGRANT,Civil Engineering,195,INR,08/11/2004,2105,BK,General Section,NFIC,APS,
