Barcode,Author,title,Volume,Publisher,Copyright Year,Pages,Notification Number,language,stockhead,issueinglibrary,subject,price,currency,billdate,billnumber,bookcategory,section,booktype,SourceofPurchase,lostStatus
SC019704,"Rao, P.N.",Manufacturing Technology,,Tata McGraw Hill,2006,472,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019705,"Rao, P.N.",Manufacturing Technology,,Tata McGraw Hill,2006,472,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,210,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019706,"Grant, E.L.",Statistical Quality Control,,Tata McGraw Hill,2006,764,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019707,"Grant, E.L.",Statistical Quality Control,,Tata McGraw Hill,2006,764,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019708,"Grant, E.L.",Statistical Quality Control,,Tata McGraw Hill,2006,764,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019709,"Grant, E.L.",Statistical Quality Control,,Tata McGraw Hill,2006,764,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019710,"Grant, E.L.",Statistical Quality Control,,Tata McGraw Hill,2006,764,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,375,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019711,Domkundwar,Basic Mechanical Engineering,,Dhanpat Rai,2006,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,140,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019712,Domkundwar,Basic Mechanical Engineering,,Dhanpat Rai,2006,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,140,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019713,"Rao, P.N.",CAD/CAM :Principles of Appliances,,Tata McGraw Hill,2006,735,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,285,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019714,"Rao ,P.N",CAD/CAM :Principles of Appliances,,Tata McGraw Hill,2006,735,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,285,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019715,"Rao ,P.N",CAD/CAM :Principles of Appliances,,Tata McGraw Hill,2006,735,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,285,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019716,"Rao ,P.N",CAD/CAM :Principles of Appliances,,Tata McGraw Hill,2006,735,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,285,INR,1/2/2007,9264,BK,General Section,NFIC,PBC,
SC019717,Lehri/Lehri,Strength of Materials,,S K Kataria,2006,1116,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,310,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019718,Lehri/Lehri,Strength of Materials,,S K Kataria,2006,1116,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,310,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019719,Lehri/Lehri,Strength of Materials,,S K Kataria,2006,1116,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,310,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019720,"Mukhopadhyay, S.K",Production Planning & Control,,Prentice Hall of India,2004,313,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019721,"Mukhopadhyay, S.K",Production Planning & Control,,Prentice Hall of India,2004,313,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019722,"Mukhopadhyay, S.K",Production Planning & Control,,Prentice Hall of India,2004,313,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019723,"Mukhopadhyay, S.K",Production Planning & Control,,Prentice Hall of India,2004,313,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019724,"Kumar, D.S.",Heat and Mass Transfer,,S K Kataria,2007,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019725,"Kumar, D.S.",Heat and Mass Transfer,,S K Kataria,2007,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019726,"Kumar, D.S.",Heat and Mass Transfer,,S K Kataria,2007,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019727,"Kumar, D.S.",Heat and Mass Transfer,,S K Kataria,2007,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019728,"Kumar, D.S.",Heat and Mass Transfer,,S K Kataria,2007,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019729,"Dukkipati , R.V.",Vibration Analysis,,Narosa Publication,2006,1003,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,725,INR,1/2/2007,9265,Reference,Reference Section,NFIC,PBC,
SC019730,"Dukkipati , R.V.",Vibration Analysis,,Narosa Publication,2006,1003,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,725,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019731,"Reddy, B.S./Balachandra",Energy Environment & Development,,Narosa Publication,2006,335,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,595,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019732,"Reddy, B.S./Balachandra",Energy Environment & Development,,Narosa Publication,2006,335,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,595,INR,1/2/2007,9265,Reference,Reference Section,NFIC,PBC,
SC019733,Sharma/Mathur,Internal Combustion Engines,,Dhanpat Rai,2006,1010,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,220,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019734,Sharma/Mathur,Internal Combustion Engines,,Dhanpat Rai,2006,1010,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,220,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019735,Sharma/Mathur,Internal Combustion Engines,,Dhanpat Rai,2006,1010,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,220,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019736,Sharma/Mathur,Internal Combustion Engines,,Dhanpat Rai,2006,1010,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,220,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019737,Sharma/Mathur,Internal Combustion Engines,,Dhanpat Rai,2006,1010,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,220,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019738,"Gill, P.S.",Engineering Graphics and Drafting,,S K Kataria,2007,830,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019739,"Gill, P.S.",Engineering Graphics and Drafting,,S K Kataria,2007,830,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019740,"Gill, P.S.",Engineering Graphics and Drafting,,S K Kataria,2007,830,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019741,"Gill, P.S.",Engineering Graphics and Drafting,,S K Kataria,2007,830,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019742,"Gill, P.S.",Engineering Graphics and Drafting,,S K Kataria,2007,830,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019743,"Gill, P.S.",Engineering Graphics and Drafting,,S K Kataria,2007,830,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,1/2/2007,9265,BK,General Section,NFIC,PBC,
SC019744,"Gill, P.S.",Engineering Graphics and Drafting,,S K Kataria,2007,830,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,1/2/2007,9265,Reference,Reference Section,NFIC,PBC,
SC019745,"Kabatiansky, G.",Error Correcting Coding and Security For Data Networks,,Wiley,2005,278,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,5628,INR,12/13/2007,4379,BK,General Section,NFIC,APS,
SC019746,"Vaseghi, S.V.",Advanced Digital Signal Processing and Noise Reduction,,Wiley,2006,453,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,6097,INR,2/13/2007,4379,BK,General Section,NFIC,APS,
SC019747,"Eric, Holzman",Essentials of R.F.And Microwave Grounding,,Artech House,2006,207,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,5508,INR,2/13/2007,4380,BK,General Section,NFIC,APS,
SC019748,Gupta/ Kumar,Practical Physics,,Pragati Publication,2005,-,600,eng,SCGRANT,SCGRANT,Applied Science,195,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019749,Gupta/ Kumar,Practical Physics,,Pragati Publication,2005,-,600,eng,SCGRANT,SCGRANT,Applied Science,195,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019750,Gupta/ Kumar,Practical Physics,,Pragati Publication,2005,-,600,eng,SCGRANT,SCGRANT,Applied Science,195,INR,2/14/2007,4381,BK,General Section,NFIC,APS,3
SC019751,"Keiser, Gerd",Optical Fiber Communication,,McgrawHill,2000,602,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,372.9,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019752,"Keiser, Gerd",Optical Fiber Communication,,McgrawHill,2000,602,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,372.9,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019753,"Keiser, Gerd",Optical Fiber Communication,,McgrawHill,2000,602,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,372.9,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019754,"Sharma, Sanjay",Digital Signal Processing,,S K Kataria  Publication,2007,703,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,210,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019755,"Sharma, Sanjay",Digital Signal Processing,,S K Kataria,2007,703,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,210,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019756,"Sharma, Sanjay",Digital Signal Processing,,S K Kataria,2007,703,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,210,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019757,"Lakhtakia, Akhlesh",The Handbook of Nanotechnology Nanometer Structures,,Prentice Hall of India,2007,474,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,525,INR,2/14/2007,4381,Reference,Reference Section,NFIC,APS,
SC019758,"Lakhtakia, Akhlesh",The Handbook of Nanotechnology Nanometer Structures,,Prentice Hall of India,2007,474,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,525,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019759,"Lakhtakia, Akhlesh",The Handbook of Nanotechnology Nanometer Structures,,Prentice Hall of India,2007,474,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,525,INR,2/14/2007,4381,Reference,Reference Section,NFIC,APS,
SC019760,"Pattabhi, V.",Biophysics,,Narosa Publication,2005,253,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019761,"Pattabhi, V.",Biophysics,,Narosa Publication,2005,253,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019762,"Ghosh, S.N.",Electromagnetic Theory and Wave Propagation,,Narosa Publication,2006,259,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019763,"Ghosh, S.N.",Electromagnetic Theory and Wave Propagation,,Narosa Publication,2006,259,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019764,"Ghosh, S.N.",Electromagnetic Theory and Wave Propagation,,Narosa Publication,2006,259,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019765,"Mukherji, Uma",Engineering Physics,,Narosa Publication,2007,414,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019766,"Mukherji, Uma",Engineering Physics,,Narosa Publication,2007,414,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019767,"Mukherji, Uma",Engineering Physics,,Narosa Publication,2007,414,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019768,"Mukherji, Uma",Engineering Physics,,Narosa Publication,2007,414,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019769,"Mukherji, Uma",Engineering Physics,,Narosa Publication,2007,414,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019770,"Mukherji, Uma",Engineering Physics,,Narosa Publication,2007,414,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019771,"Mukherji, Uma",Engineering Physics,,Narosa Publication,2007,414,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019772,"Mukherji, Uma",Engineering Physics,,Narosa Publication,2007,414,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019773,"Mukherji, Uma",Engineering Physics,,Narosa Publication,2007,414,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019774,Feyman/Sands,Lectures on Physics -I,I,Narosa Publication,2003,665,600,eng,SCGRANT,SCGRANT,Applied Science,295,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019775,Feyman/Sands,Lectures on Physics -I,I,Narosa Publication,2003,665,600,eng,SCGRANT,SCGRANT,Applied Science,295,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019776,Feyman/Sands,Lectures on Physics-II,II,Narosa Publication,2007,674,600,eng,SCGRANT,SCGRANT,Applied Science,295,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019777,Feyman/Sands,Lectures on Physics-II,II,Narosa Publication,2007,674,600,eng,SCGRANT,SCGRANT,Applied Science,295,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019778,Feyman/Sands,Lectures on Physics-III,III,Narosa Publication,2007,1820,600,eng,SCGRANT,SCGRANT,Applied Science,295,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019779,Feyman/Sands,Lectures on Physics-III,III,Narosa Publication,2007,1820,600,eng,SCGRANT,SCGRANT,Applied Science,295,INR,2/14/2007,4381,BK,General Section,NFIC,APS,
SC019780,"Usha, R.",Wave Dynamics and Stability of Thin Film Flow Systems,,Narosa Publication,2006,515,660,eng,SCGRANT,SCGRANT,Chemical Engineering,690,INR,2/14/2007,4382,Reference,Reference Section,NFIC,APS,
SC019781,"Usha, R.",Wave Dynamics and Stability of Thin Film Flow Systems,,Narosa Publication,2006,515,660,eng,SCGRANT,SCGRANT,Chemical Engineering,690,INR,2/14/2007,4382,Reference,Reference Section,NFIC,APS,
SC019782,"Usha, R.",Wave Dynamics and Stability of Thin Film Flow Systems,,Narosa Publication,2006,515,660,eng,SCGRANT,SCGRANT,Chemical Engineering,690,INR,2/14/2007,4382,BK,General Section,NFIC,APS,
SC019783,"Shrivastava, M.M.",Chemistry For Green Enviornment,,Narosa Publication,2007,364,660,eng,SCGRANT,SCGRANT,Chemical Engineering,495,INR,2/14/2007,4382,BK,General Section,NFIC,APS,
SC019784,"Bhatt, S.V.",Chemistry of Natural Products,,Narosa Publication,2006,840,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1500,INR,2/14/2007,4382,Reference,Reference Section,NFIC,APS,
SC019785,"Chopra, H.K.",Engineering Chemistry,,Narosa Publication,2007,610,660,eng,SCGRANT,SCGRANT,Chemical Engineering,375,INR,2/14/2007,4382,BK,General Section,NFIC,APS,
SC019786,"Sodhi, G.S.",Fundamental Concepts of Environmental Chemistry,,Narosa Publication,2006,537,660,eng,SCGRANT,SCGRANT,Chemical Engineering,395,INR,2/14/2007,4382,BK,General Section,NFIC,APS,
SC019787,"Brahmachari, G.",Organic Name Reaction,,Narosa Publication,2006,458,660,eng,SCGRANT,SCGRANT,Chemical Engineering,350,INR,2/14/2007,4382,Reference,Reference Section,NFIC,APS,
SC019788,jagmohan,Organic Analytical Chemistry,,Narosa Publication,2006,660,660,eng,SCGRANT,SCGRANT,Chemical Engineering,395,INR,2/14/2007,4382,BK,General Section,NFIC,APS,
SC019789,"Ahluwalia, V.K.",Organic Reaction Mechanism,,Narosa Publication,2007,669,660,eng,SCGRANT,SCGRANT,Chemical Engineering,425,INR,2/14/2007,4382,Reference,Reference Section,NFIC,APS,
SC019790,"Ahluwalia, V.K.",Organic Synthesis:  Special Techniques,,Narosa Publication,2006,216,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,2/14/2007,4382,Reference,Reference Section,NFIC,APS,
SC019791,"Castellan, G.W.",Physics Chemistry,,Narosa Publication,2004,943,660,eng,SCGRANT,SCGRANT,Chemical Engineering,325,INR,2/14/2007,4382,BK,General Section,NFIC,APS,
SC019792,"Bahadur, P./Sastry",Principles of Polymer Science,,Narosa Publication,2007,401,660,eng,SCGRANT,SCGRANT,Chemical Engineering,295,INR,2/14/2007,4382,BK,General Section,NFIC,APS,
SC019793,"Jyoti, Mitna",Engineering Chemistry,,Shivani Pub,2007,408,660,eng,SCGRANT,SCGRANT,Chemical Engineering,100,INR,2/14/2007,4382,BK,General Section,NFIC,APS,3
SC019794,"Laidler, K.J.",Chemical Kinetics,,Pearson Education,2005,531,660,eng,SCGRANT,SCGRANT,Chemical Engineering,295,INR,2/14/2007,4382,BK,General Section,NFIC,APS,
SC019795,"Manku, G.S.",Theoritical Priniciples of Inorganic Chemistry,,Tata McGraw Hill,2006,563,660,eng,SCGRANT,SCGRANT,Chemical Engineering,265,INR,2/14/2007,4382,Reference,Reference Section,NFIC,APS,
SC019796,"Bansal, R.K.",Organic Reaction Mechanism,,Tata McGraw Hill,2003,611,660,eng,SCGRANT,SCGRANT,Chemical Engineering,285,INR,2/14/2007,4382,BK,General Section,NFIC,APS,
SC019797,"Chandra, A.K.",Quantum Chemistry,,Tata McGraw Hill,2006,389,660,eng,SCGRANT,SCGRANT,Chemical Engineering,210,INR,2/14/2007,4382,BK,General Section,NFIC,APS,
SC019798,"Williams, D.H.",Spectroscopic Methods in Organic Chemistry,,Tata McGraw Hill,2004,324,660,eng,SCGRANT,SCGRANT,Chemical Engineering,295,INR,2/14/2007,4383,BK,General Section,NFIC,APS,
SC019799,"Banwell, C.N.",Fundamental of Molecular Spectroscopy,,Tata McGraw Hill,2005,308,660,eng,SCGRANT,SCGRANT,Chemical Engineering,165,INR,2/14/2007,4383,BK,General Section,NFIC,APS,
SC019800,"Eliel,E.L.",Stereochemistry of Carbon Compounds,,Tata McGraw Hill,2006,486,660,eng,SCGRANT,SCGRANT,Chemical Engineering,195,INR,2/14/2007,4383,Reference,Reference Section,NFIC,APS,
SC019801,"Levine, I.N.",Physical Chemistry,,Tata McGraw Hill,2006,-,660,eng,SCGRANT,SCGRANT,Chemical Engineering,495,INR,2/14/2007,4383,Reference,Reference Section,NFIC,APS,
SC019802,Chang,General Chemistry,,McgrawHill,2006,734,660,eng,SCGRANT,SCGRANT,Chemical Engineering,2061.25,INR,2/14/2007,4383,Reference,Reference Section,NFIC,APS,
SC019803,"Carey, F.A.",Organic Chemistry,,McgrawHill,2006,1271,660,eng,SCGRANT,SCGRANT,Chemical Engineering,3048.5,INR,2/14/2007,4383,Reference,Reference Section,NFIC,APS,
SC019804,"Atkins, Peter",Physical Chemistry,,Oxford Publication,2006,1064,660,eng,SCGRANT,SCGRANT,Chemical Engineering,495,INR,2/14/2007,4383,Reference,Reference Section,NFIC,APS,
SC019805,"Cotton, F.A.",Chemical Applicationsof Group theory,,Wiley,2006,461,660,eng,SCGRANT,SCGRANT,Chemical Engineering,279.05,INR,2/14/2007,4383,BK,General Section,NFIC,APS,
SC019806,"Sharma, B.K.",Spectroscopy,,Goel Pub,2006,952,660,eng,SCGRANT,SCGRANT,Chemical Engineering,395,INR,2/14/2007,4383,BK,General Section,NFIC,APS,
SC019807,Jerry March,Advanced Organic Chemistry,,Wiley,2005,1495,660,eng,SCGRANT,SCGRANT,Chemical Engineering,417.4,INR,2/14/2007,4383,BK,General Section,NFIC,APS,
SC019808,"Agrawal, O.P.",Organic Chemistry Reactions and Reagents,,Goel Pub,2006,987,660,eng,SCGRANT,SCGRANT,Chemical Engineering,495,INR,2/14/2007,4383,BK,General Section,NFIC,APS,
SC019809,"Boyd, R.N.",Organic Chemistry,,Pearson Education,2006,1349,660,eng,SCGRANT,SCGRANT,Chemical Engineering,375,INR,2/14/2007,4383,BK,General Section,NFIC,APS,
SC019810,"Finar, I.L.",Organic Chemistry-I,I,Pearson Education,2006,965,660,eng,SCGRANT,SCGRANT,Chemical Engineering,530,INR,2/14/2007,4383,BK,General Section,NFIC,APS,
SC019811,"Finar, I.L.",Organic Chemistry-II,II,Pearson Education,2005,956,660,eng,SCGRANT,SCGRANT,Chemical Engineering,555,INR,2/14/2007,4383,BK,General Section,NFIC,APS,
SC019812,Gurdeep Raj,Advanced Inorganic Chemistry-I,I,Goel Pub,2006,1459,660,eng,SCGRANT,SCGRANT,Chemical Engineering,520,INR,2/14/2007,4383,BK,General Section,NFIC,APS,
SC019813,"Lee, J.D.",Concise Inorganic Chemistry,,Blackwell,2006,1032,660,eng,SCGRANT,SCGRANT,Chemical Engineering,540,INR,2/14/2007,4384,BK,General Section,NFIC,APS,
SC019814,"Huheey, J.E.",Inorganic Chemistry,,Pearson Education,2007,808,660,eng,SCGRANT,SCGRANT,Chemical Engineering,425,INR,2/14/2007,4384,BK,General Section,NFIC,APS,
SC019815,"Cotton, F.A.",Advanced Inorganic Chemistry,,J.Wiley,2004,1355,660,eng,SCGRANT,SCGRANT,Chemical Engineering,469,INR,2/14/2007,4384,BK,General Section,NFIC,APS,
SC019816,"Svehla, G.",Vogel's Qualitative Inorganic Analysis,,Pearson Education,2006,359,660,eng,SCGRANT,SCGRANT,Chemical Engineering,299,INR,2/14/2007,4384,BK,General Section,NFIC,APS,
SC019817,"Furniss, B.S.",Vogel's Practical organic Analysis,,Pearson Education,2006,1314,660,eng,SCGRANT,SCGRANT,Chemical Engineering,699,INR,2/14/2007,4384,BK,General Section,NFIC,APS,
SC019818,Skoog/Crouch,Fundamentals of Analytical Chemistry,,Thomson,2005,1051,660,eng,SCGRANT,SCGRANT,Chemical Engineering,595,INR,2/14/2007,4384,Reference,Reference Section,NFIC,APS,
SC019819,"Solomons, F.",Organic Chemistry,,Wiley,2004,1255,660,eng,SCGRANT,SCGRANT,Chemical Engineering,560.45,INR,2/14/2007,4384,BK,General Section,NFIC,APS,
